training.days,subject,item,testing.stimuli,response
day3,sub10,11,untrained,1
day3,sub10,33,untrained,0
day3,sub10,20,trained,1
day3,sub10,7,untrained,1
day3,sub10,14,untrained,1
day3,sub10,3,trained,1
day3,sub10,15,trained,1
day3,sub10,46,untrained,0
day3,sub10,30,untrained,1
day3,sub10,32,trained,1
day3,sub10,2,trained,1
day3,sub10,4,untrained,1
day3,sub10,22,untrained,1
day3,sub10,31,trained,1
day3,sub10,13,untrained,1
day3,sub10,23,untrained,1
day3,sub10,41,untrained,0
day3,sub10,39,untrained,0
day3,sub10,48,untrained,0
day3,sub10,42,untrained,0
day3,sub10,8,untrained,1
day3,sub10,25,trained,1
day3,sub10,40,untrained,0
day3,sub10,36,untrained,0
day3,sub10,38,untrained,0
day3,sub11,36,untrained,0
day3,sub11,38,untrained,0
day3,sub11,2,trained,1
day3,sub11,16,trained,1
day3,sub11,33,untrained,0
day3,sub11,48,untrained,0
day3,sub11,32,trained,1
day3,sub11,35,untrained,0
day3,sub11,19,trained,1
day3,sub11,28,trained,1
day3,sub11,21,trained,1
day3,sub11,27,untrained,1
day3,sub11,40,untrained,0
day3,sub11,31,trained,1
day3,sub11,4,untrained,1
day3,sub11,1,untrained,1
day3,sub11,44,untrained,0
day3,sub11,29,untrained,1
day3,sub11,8,untrained,1
day3,sub11,30,untrained,1
day3,sub11,24,untrained,1
day3,sub11,43,untrained,0
day3,sub11,37,untrained,0
day3,sub11,5,trained,1
day3,sub11,42,untrained,0
day3,sub11,6,trained,1
day3,sub11,39,untrained,0
day3,sub11,46,untrained,0
day3,sub11,13,untrained,1
day3,sub11,22,untrained,1
day3,sub11,3,trained,1
day3,sub11,26,trained,1
day3,sub11,41,untrained,0
day3,sub11,20,trained,1
day3,sub11,12,untrained,1
day3,sub11,34,untrained,0
day3,sub11,23,untrained,1
day3,sub11,14,untrained,1
day3,sub11,18,untrained,1
day3,sub11,47,untrained,0
day3,sub11,10,trained,1
day3,sub11,17,untrained,1
day3,sub11,45,untrained,0
day3,sub11,7,untrained,1
day3,sub11,25,trained,1
day3,sub11,9,trained,1
day3,sub11,11,untrained,1
day3,sub11,15,trained,1
day3,sub11,24,untrained,1
day3,sub11,36,untrained,0
day3,sub11,30,untrained,1
day3,sub11,15,trained,1
day3,sub11,12,untrained,1
day3,sub11,16,trained,1
day3,sub11,9,trained,1
day3,sub11,34,untrained,0
day3,sub11,17,untrained,1
day3,sub11,33,untrained,0
day3,sub11,22,untrained,1
day3,sub11,23,untrained,1
day3,sub11,46,untrained,0
day3,sub11,11,untrained,1
day3,sub11,38,untrained,0
day3,sub11,28,trained,1
day3,sub11,14,untrained,1
day3,sub11,19,trained,1
day3,sub11,5,trained,1
day3,sub11,4,untrained,1
day3,sub11,10,trained,1
day3,sub11,25,trained,1
day3,sub11,45,untrained,0
day3,sub11,39,untrained,0
day3,sub11,37,untrained,0
day3,sub11,47,untrained,0
day3,sub11,29,untrained,1
day3,sub11,27,untrained,1
day3,sub11,32,trained,1
day3,sub11,2,trained,1
day3,sub11,44,untrained,0
day3,sub11,3,trained,1
day3,sub11,26,trained,1
day3,sub11,8,untrained,1
day3,sub11,13,untrained,1
day3,sub11,21,trained,1
day3,sub11,40,untrained,0
day3,sub11,42,untrained,0
day3,sub11,7,untrained,1
day3,sub11,31,trained,1
day3,sub11,1,untrained,1
day3,sub11,18,untrained,1
day3,sub11,6,trained,1
day3,sub11,35,untrained,0
day3,sub11,48,untrained,0
day3,sub11,43,untrained,0
day3,sub11,41,untrained,0
day3,sub11,20,trained,1
day3,sub12,30,untrained,1
day3,sub12,9,trained,1
day3,sub12,28,trained,1
day3,sub12,19,trained,0
day3,sub12,25,trained,1
day3,sub12,32,trained,1
day3,sub12,1,untrained,1
day3,sub12,10,trained,1
day3,sub12,42,untrained,0
day3,sub12,29,untrained,1
day3,sub12,15,trained,1
day3,sub12,36,untrained,0
day3,sub12,11,untrained,1
day3,sub12,37,untrained,0
day3,sub12,31,trained,1
day3,sub12,27,untrained,1
day3,sub12,35,untrained,0
day3,sub12,40,untrained,0
day3,sub12,26,trained,1
day3,sub12,16,trained,1
day3,sub12,4,untrained,1
day3,sub12,38,untrained,0
day3,sub12,34,untrained,0
day3,sub12,43,untrained,0
day3,sub12,12,untrained,1
day3,sub12,47,untrained,0
day3,sub12,22,untrained,1
day3,sub12,17,untrained,1
day3,sub12,24,untrained,1
day3,sub12,3,trained,1
day3,sub12,21,trained,1
day3,sub12,14,untrained,1
day3,sub12,20,trained,1
day3,sub12,6,trained,1
day3,sub12,7,untrained,1
day3,sub12,41,untrained,0
day3,sub12,44,untrained,0
day3,sub12,45,untrained,0
day3,sub12,48,untrained,0
day3,sub12,2,trained,1
day3,sub12,46,untrained,0
day3,sub12,5,trained,1
day3,sub12,23,untrained,1
day3,sub12,33,untrained,0
day3,sub12,18,untrained,0
day3,sub12,13,untrained,1
day3,sub12,39,untrained,0
day3,sub12,8,untrained,1
day3,sub12,31,trained,1
day3,sub12,44,untrained,0
day3,sub12,6,trained,1
day3,sub12,41,untrained,0
day3,sub12,8,untrained,1
day3,sub12,39,untrained,0
day3,sub12,4,untrained,1
day3,sub12,12,untrained,1
day3,sub12,36,untrained,0
day3,sub12,21,trained,1
day3,sub12,5,trained,1
day3,sub12,20,trained,0
day3,sub12,19,trained,1
day3,sub12,45,untrained,0
day3,sub12,32,trained,1
day3,sub12,14,untrained,1
day3,sub12,37,untrained,0
day3,sub12,46,untrained,0
day3,sub12,10,trained,1
day3,sub12,22,untrained,1
day3,sub12,34,untrained,0
day3,sub12,42,untrained,0
day3,sub12,18,untrained,1
day3,sub12,11,untrained,1
day3,sub12,23,untrained,1
day3,sub12,17,untrained,1
day3,sub12,33,untrained,0
day3,sub12,47,untrained,0
day3,sub12,26,trained,1
day3,sub12,35,untrained,0
day3,sub12,28,trained,1
day3,sub12,29,untrained,1
day3,sub12,13,untrained,1
day3,sub12,27,untrained,1
day3,sub12,38,untrained,0
day3,sub12,7,untrained,1
day3,sub12,2,trained,1
day3,sub12,16,trained,1
day3,sub12,9,trained,1
day3,sub12,48,untrained,1
day3,sub12,40,untrained,0
day3,sub12,30,untrained,0
day3,sub12,25,trained,1
day3,sub12,24,untrained,1
day3,sub12,1,untrained,1
day3,sub12,43,untrained,0
day3,sub12,3,trained,1
day3,sub12,15,trained,1
day3,sub13,17,untrained,0
day3,sub13,2,trained,1
day3,sub13,34,untrained,0
day3,sub13,16,trained,1
day3,sub13,11,untrained,1
day3,sub13,43,untrained,0
day3,sub13,5,trained,1
day3,sub13,6,trained,1
day3,sub13,22,untrained,1
day3,sub13,35,untrained,0
day3,sub13,21,trained,1
day3,sub13,10,trained,1
day3,sub13,31,trained,1
day3,sub13,33,untrained,0
day3,sub13,25,trained,1
day3,sub13,32,trained,1
day3,sub13,40,untrained,0
day3,sub13,29,untrained,1
day3,sub13,46,untrained,0
day3,sub13,37,untrained,1
day3,sub13,23,untrained,1
day3,sub13,20,trained,1
day3,sub13,15,trained,1
day3,sub13,38,untrained,0
day3,sub13,45,untrained,0
day3,sub13,8,untrained,1
day3,sub13,30,untrained,1
day3,sub13,27,untrained,1
day3,sub13,13,untrained,1
day3,sub13,24,untrained,1
day3,sub13,4,untrained,1
day3,sub13,19,trained,1
day3,sub13,41,untrained,0
day3,sub13,36,untrained,0
day3,sub13,7,untrained,1
day3,sub13,42,untrained,0
day3,sub13,44,untrained,0
day3,sub13,48,untrained,0
day3,sub13,47,untrained,0
day3,sub13,28,trained,1
day3,sub13,1,untrained,1
day3,sub13,3,trained,1
day3,sub13,12,untrained,0
day3,sub13,14,untrained,1
day3,sub13,26,trained,0
day3,sub13,18,untrained,1
day3,sub13,39,untrained,0
day3,sub13,9,trained,1
day3,sub13,45,untrained,0
day3,sub13,48,untrained,0
day3,sub13,44,untrained,0
day3,sub13,26,trained,1
day3,sub13,24,untrained,1
day3,sub13,29,untrained,1
day3,sub13,4,untrained,1
day3,sub13,36,untrained,1
day3,sub13,13,untrained,1
day3,sub13,38,untrained,0
day3,sub13,3,trained,1
day3,sub13,6,trained,1
day3,sub13,40,untrained,0
day3,sub13,5,trained,1
day3,sub13,33,untrained,0
day3,sub13,32,trained,1
day3,sub13,35,untrained,0
day3,sub13,12,untrained,1
day3,sub13,10,trained,1
day3,sub13,30,untrained,1
day3,sub13,23,untrained,1
day3,sub13,19,trained,1
day3,sub13,37,untrained,0
day3,sub13,20,trained,1
day3,sub13,17,untrained,1
day3,sub13,46,untrained,0
day3,sub13,16,trained,1
day3,sub13,14,untrained,1
day3,sub13,43,untrained,0
day3,sub13,41,untrained,0
day3,sub13,34,untrained,0
day3,sub13,42,untrained,0
day3,sub13,18,untrained,1
day3,sub13,2,trained,1
day3,sub13,31,trained,1
day3,sub13,27,untrained,1
day3,sub13,1,untrained,1
day3,sub13,11,untrained,1
day3,sub13,39,untrained,0
day3,sub13,28,trained,1
day3,sub13,15,trained,1
day3,sub13,47,untrained,0
day3,sub13,22,untrained,1
day3,sub13,9,trained,1
day3,sub13,7,untrained,1
day3,sub13,25,trained,0
day3,sub13,8,untrained,1
day3,sub13,21,trained,1
day3,sub14,23,untrained,1
day3,sub14,7,untrained,1
day3,sub14,10,trained,1
day3,sub14,28,trained,1
day3,sub14,6,trained,1
day3,sub14,26,trained,0
day3,sub14,16,trained,1
day3,sub14,8,untrained,1
day3,sub14,18,untrained,1
day3,sub14,45,untrained,0
day3,sub14,46,untrained,0
day3,sub14,47,untrained,0
day3,sub14,20,trained,1
day3,sub14,22,untrained,1
day3,sub14,48,untrained,0
day3,sub14,4,untrained,1
day3,sub14,29,untrained,0
day3,sub14,17,untrained,0
day3,sub14,40,untrained,0
day3,sub14,36,untrained,0
day3,sub14,27,untrained,1
day3,sub14,32,trained,1
day3,sub14,5,trained,1
day3,sub14,2,trained,1
day3,sub14,12,untrained,1
day3,sub14,33,untrained,0
day3,sub14,38,untrained,0
day3,sub14,35,untrained,0
day3,sub14,30,untrained,0
day3,sub14,37,untrained,0
day3,sub14,15,trained,1
day3,sub14,11,untrained,1
day3,sub14,3,trained,1
day3,sub14,14,untrained,1
day3,sub14,24,untrained,1
day3,sub14,1,untrained,0
day3,sub14,43,untrained,0
day3,sub14,25,trained,0
day3,sub14,21,trained,0
day3,sub14,44,untrained,0
day3,sub14,13,untrained,0
day3,sub14,42,untrained,0
day3,sub14,34,untrained,0
day3,sub14,41,untrained,0
day3,sub14,19,trained,1
day3,sub14,31,trained,1
day3,sub14,39,untrained,0
day3,sub14,9,trained,0
day3,sub14,30,untrained,0
day3,sub14,28,trained,1
day3,sub14,35,untrained,0
day3,sub14,24,untrained,1
day3,sub14,6,trained,1
day3,sub14,32,trained,1
day3,sub14,2,trained,1
day3,sub14,23,untrained,1
day3,sub14,4,untrained,
day3,sub14,7,untrained,1
day3,sub14,41,untrained,0
day3,sub14,33,untrained,0
day3,sub14,29,untrained,0
day3,sub14,39,untrained,0
day3,sub14,19,trained,1
day3,sub14,43,untrained,0
day3,sub14,9,trained,0
day3,sub14,45,untrained,0
day3,sub14,38,untrained,0
day3,sub14,47,untrained,0
day3,sub14,34,untrained,0
day3,sub14,12,untrained,1
day3,sub14,13,untrained,0
day3,sub14,27,untrained,1
day3,sub14,14,untrained,1
day3,sub14,44,untrained,0
day3,sub14,16,trained,1
day3,sub14,1,untrained,0
day3,sub14,42,untrained,0
day3,sub14,40,untrained,0
day3,sub14,31,trained,1
day3,sub14,37,untrained,0
day3,sub14,10,trained,1
day3,sub14,15,trained,1
day3,sub14,11,untrained,1
day3,sub14,46,untrained,0
day3,sub14,22,untrained,0
day3,sub14,26,trained,0
day3,sub14,36,untrained,0
day3,sub14,5,trained,1
day3,sub14,48,untrained,0
day3,sub14,20,trained,1
day3,sub14,8,untrained,0
day3,sub14,21,trained,0
day3,sub14,18,untrained,1
day3,sub14,17,untrained,0
day3,sub14,3,trained,1
day3,sub14,25,trained,0
day3,sub2,33,untrained,1
day3,sub2,39,untrained,1
day3,sub2,4,trained,1
day3,sub2,2,untrained,0
day3,sub2,31,untrained,0
day3,sub2,29,trained,1
day3,sub2,24,trained,1
day3,sub2,26,untrained,1
day3,sub2,32,untrained,1
day3,sub2,43,untrained,0
day3,sub2,7,trained,0
day3,sub2,13,trained,1
day3,sub2,1,trained,1
day3,sub2,16,untrained,
day3,sub2,35,untrained,1
day3,sub2,22,trained,1
day3,sub2,3,untrained,1
day3,sub2,23,trained,0
day3,sub2,14,trained,0
day3,sub2,8,trained,1
day3,sub2,46,untrained,0
day3,sub2,11,trained,1
day3,sub2,19,untrained,1
day3,sub2,18,trained,1
day3,sub2,20,untrained,1
day3,sub2,28,untrained,1
day3,sub2,47,untrained,
day3,sub2,36,untrained,0
day3,sub2,10,untrained,
day3,sub2,25,untrained,1
day3,sub2,37,untrained,0
day3,sub2,45,untrained,0
day3,sub2,6,untrained,1
day3,sub2,9,untrained,1
day3,sub2,48,untrained,0
day3,sub2,38,untrained,0
day3,sub2,40,untrained,0
day3,sub2,12,trained,1
day3,sub2,30,trained,1
day3,sub2,5,untrained,1
day3,sub2,27,trained,1
day3,sub2,15,untrained,1
day3,sub2,21,untrained,1
day3,sub2,44,untrained,0
day3,sub2,42,untrained,0
day3,sub2,17,trained,0
day3,sub2,34,untrained,0
day3,sub2,41,untrained,0
day3,sub2,12,trained,1
day3,sub2,41,untrained,0
day3,sub2,47,untrained,0
day3,sub2,38,untrained,0
day3,sub2,32,untrained,1
day3,sub2,21,untrained,0
day3,sub2,40,untrained,
day3,sub2,20,untrained,1
day3,sub2,34,untrained,0
day3,sub2,24,trained,1
day3,sub2,26,untrained,
day3,sub2,2,untrained,0
day3,sub2,45,untrained,1
day3,sub2,35,untrained,0
day3,sub2,8,trained,1
day3,sub2,43,untrained,0
day3,sub2,16,untrained,1
day3,sub2,10,untrained,0
day3,sub2,11,trained,1
day3,sub2,7,trained,1
day3,sub2,25,untrained,1
day3,sub2,29,trained,1
day3,sub2,44,untrained,0
day3,sub2,27,trained,1
day3,sub2,36,untrained,0
day3,sub2,6,untrained,1
day3,sub2,5,untrained,1
day3,sub2,23,trained,1
day3,sub2,17,trained,1
day3,sub2,37,untrained,0
day3,sub2,31,untrained,1
day3,sub2,30,trained,1
day3,sub2,14,trained,1
day3,sub2,19,untrained,0
day3,sub2,15,untrained,1
day3,sub2,13,trained,0
day3,sub2,22,trained,1
day3,sub2,33,untrained,1
day3,sub2,4,trained,1
day3,sub2,48,untrained,0
day3,sub2,39,untrained,0
day3,sub2,42,untrained,1
day3,sub2,3,untrained,
day3,sub2,18,trained,1
day3,sub2,9,untrained,0
day3,sub2,1,trained,1
day3,sub2,28,untrained,0
day3,sub2,46,untrained,1
day3,sub3,28,trained,1
day3,sub3,33,untrained,0
day3,sub3,21,trained,1
day3,sub3,41,untrained,0
day3,sub3,5,trained,1
day3,sub3,31,trained,1
day3,sub3,15,trained,1
day3,sub3,29,untrained,1
day3,sub3,19,trained,1
day3,sub3,35,untrained,0
day3,sub3,22,untrained,1
day3,sub3,8,untrained,1
day3,sub3,34,untrained,0
day3,sub3,4,untrained,1
day3,sub3,24,untrained,1
day3,sub3,48,untrained,0
day3,sub3,43,untrained,0
day3,sub3,6,trained,1
day3,sub3,25,trained,1
day3,sub3,10,trained,1
day3,sub3,7,untrained,1
day3,sub3,3,trained,1
day3,sub3,2,trained,1
day3,sub3,32,trained,1
day3,sub3,42,untrained,0
day3,sub3,37,untrained,0
day3,sub3,47,untrained,0
day3,sub3,1,untrained,1
day3,sub3,16,trained,1
day3,sub3,26,trained,1
day3,sub3,17,untrained,1
day3,sub3,39,untrained,0
day3,sub3,14,untrained,1
day3,sub3,30,untrained,1
day3,sub3,46,untrained,0
day3,sub3,23,untrained,1
day3,sub3,45,untrained,0
day3,sub3,13,untrained,1
day3,sub3,12,untrained,1
day3,sub3,20,trained,1
day3,sub3,9,trained,1
day3,sub3,36,untrained,0
day3,sub3,44,untrained,0
day3,sub3,40,untrained,1
day3,sub3,38,untrained,0
day3,sub3,27,untrained,1
day3,sub3,11,untrained,1
day3,sub3,18,untrained,1
day3,sub3,12,untrained,1
day3,sub3,25,trained,1
day3,sub3,21,trained,1
day3,sub3,11,untrained,1
day3,sub3,37,untrained,0
day3,sub3,29,untrained,1
day3,sub3,15,trained,1
day3,sub3,20,trained,1
day3,sub3,27,untrained,1
day3,sub3,6,trained,1
day3,sub3,18,untrained,1
day3,sub3,26,trained,1
day3,sub3,8,untrained,1
day3,sub3,9,trained,1
day3,sub3,35,untrained,1
day3,sub3,22,untrained,1
day3,sub3,32,trained,1
day3,sub3,2,trained,1
day3,sub3,10,trained,1
day3,sub3,5,trained,1
day3,sub3,33,untrained,0
day3,sub3,34,untrained,0
day3,sub3,36,untrained,0
day3,sub3,14,untrained,1
day3,sub3,24,untrained,1
day3,sub3,3,trained,1
day3,sub3,46,untrained,0
day3,sub3,19,trained,1
day3,sub3,43,untrained,0
day3,sub3,42,untrained,0
day3,sub3,23,untrained,1
day3,sub3,45,untrained,0
day3,sub3,40,untrained,0
day3,sub3,38,untrained,0
day3,sub3,39,untrained,0
day3,sub3,47,untrained,0
day3,sub3,13,untrained,1
day3,sub3,31,trained,1
day3,sub3,41,untrained,0
day3,sub3,28,trained,1
day3,sub3,16,trained,1
day3,sub3,48,untrained,0
day3,sub3,17,untrained,1
day3,sub3,1,untrained,1
day3,sub3,44,untrained,0
day3,sub3,7,untrained,1
day3,sub3,30,untrained,1
day3,sub3,4,untrained,1
day3,sub4,9,trained,1
day3,sub4,24,untrained,1
day3,sub4,10,trained,1
day3,sub4,7,untrained,1
day3,sub4,44,untrained,0
day3,sub4,20,trained,1
day3,sub4,40,untrained,0
day3,sub4,8,untrained,1
day3,sub4,38,untrained,0
day3,sub4,4,untrained,1
day3,sub4,3,trained,1
day3,sub4,21,trained,1
day3,sub4,36,untrained,0
day3,sub4,46,untrained,0
day3,sub4,6,trained,1
day3,sub4,29,untrained,1
day3,sub4,18,untrained,1
day3,sub4,16,trained,1
day3,sub4,35,untrained,0
day3,sub4,19,trained,1
day3,sub4,37,untrained,1
day3,sub4,26,trained,1
day3,sub4,11,untrained,1
day3,sub4,41,untrained,0
day3,sub4,42,untrained,0
day3,sub4,47,untrained,0
day3,sub4,31,trained,1
day3,sub4,12,untrained,1
day3,sub4,30,untrained,1
day3,sub4,34,untrained,0
day3,sub4,32,trained,1
day3,sub4,1,untrained,1
day3,sub4,23,untrained,1
day3,sub4,5,trained,0
day3,sub4,48,untrained,0
day3,sub4,43,untrained,0
day3,sub4,17,untrained,1
day3,sub4,15,trained,1
day3,sub4,28,trained,1
day3,sub4,27,untrained,1
day3,sub4,22,untrained,1
day3,sub4,13,untrained,1
day3,sub4,45,untrained,0
day3,sub4,33,untrained,0
day3,sub4,25,trained,1
day3,sub4,39,untrained,0
day3,sub4,2,trained,1
day3,sub4,14,untrained,1
day3,sub4,40,untrained,0
day3,sub4,29,untrained,0
day3,sub4,33,untrained,0
day3,sub4,7,untrained,1
day3,sub4,31,trained,1
day3,sub4,44,untrained,0
day3,sub4,38,untrained,0
day3,sub4,30,untrained,1
day3,sub4,9,trained,1
day3,sub4,17,untrained,1
day3,sub4,5,trained,
day3,sub4,2,trained,1
day3,sub4,12,untrained,1
day3,sub4,18,untrained,1
day3,sub4,42,untrained,0
day3,sub4,19,trained,1
day3,sub4,36,untrained,0
day3,sub4,11,untrained,0
day3,sub4,22,untrained,
day3,sub4,46,untrained,0
day3,sub4,32,trained,1
day3,sub4,27,untrained,0
day3,sub4,10,trained,0
day3,sub4,20,trained,
day3,sub4,47,untrained,0
day3,sub4,26,trained,1
day3,sub4,23,untrained,
day3,sub4,41,untrained,0
day3,sub4,15,trained,1
day3,sub4,37,untrained,0
day3,sub4,3,trained,
day3,sub4,34,untrained,0
day3,sub4,14,untrained,
day3,sub4,48,untrained,0
day3,sub4,16,trained,
day3,sub4,35,untrained,0
day3,sub4,24,untrained,
day3,sub4,21,trained,
day3,sub4,39,untrained,0
day3,sub4,1,untrained,1
day3,sub4,45,untrained,0
day3,sub4,43,untrained,
day3,sub4,6,trained,1
day3,sub4,25,trained,
day3,sub4,28,trained,1
day3,sub4,13,untrained,1
day3,sub4,8,untrained,1
day3,sub4,4,untrained,1
day3,sub5,32,trained,1
day3,sub5,42,untrained,0
day3,sub5,45,untrained,0
day3,sub5,15,trained,1
day3,sub5,40,untrained,0
day3,sub5,4,untrained,1
day3,sub5,34,untrained,0
day3,sub5,37,untrained,0
day3,sub5,48,untrained,0
day3,sub5,47,untrained,0
day3,sub5,17,untrained,1
day3,sub5,26,trained,1
day3,sub5,21,trained,1
day3,sub5,13,untrained,1
day3,sub5,35,untrained,0
day3,sub5,36,untrained,0
day3,sub5,22,untrained,1
day3,sub5,27,untrained,1
day3,sub5,5,trained,1
day3,sub5,33,untrained,0
day3,sub5,3,trained,1
day3,sub5,14,untrained,1
day3,sub5,41,untrained,0
day3,sub5,9,trained,1
day3,sub5,16,trained,1
day3,sub5,6,trained,1
day3,sub5,2,trained,1
day3,sub5,18,untrained,1
day3,sub5,8,untrained,1
day3,sub5,29,untrained,1
day3,sub5,39,untrained,0
day3,sub5,10,trained,1
day3,sub5,30,untrained,1
day3,sub5,7,untrained,1
day3,sub5,46,untrained,0
day3,sub5,28,trained,1
day3,sub5,19,trained,1
day3,sub5,12,untrained,1
day3,sub5,43,untrained,0
day3,sub5,20,trained,1
day3,sub5,1,untrained,1
day3,sub5,38,untrained,0
day3,sub5,23,untrained,1
day3,sub5,24,untrained,1
day3,sub5,31,trained,1
day3,sub5,25,trained,1
day3,sub5,44,untrained,0
day3,sub5,11,untrained,1
day3,sub5,13,untrained,1
day3,sub5,46,untrained,0
day3,sub5,6,trained,1
day3,sub5,16,trained,1
day3,sub5,25,trained,1
day3,sub5,3,trained,1
day3,sub5,28,trained,1
day3,sub5,35,untrained,0
day3,sub5,27,untrained,1
day3,sub5,1,untrained,1
day3,sub5,24,untrained,1
day3,sub5,39,untrained,0
day3,sub5,19,trained,1
day3,sub5,17,untrained,1
day3,sub5,12,untrained,1
day3,sub5,44,untrained,0
day3,sub5,31,trained,1
day3,sub5,29,untrained,1
day3,sub5,10,trained,1
day3,sub5,37,untrained,0
day3,sub5,11,untrained,1
day3,sub5,40,untrained,0
day3,sub5,36,untrained,0
day3,sub5,22,untrained,1
day3,sub5,9,trained,1
day3,sub5,30,untrained,1
day3,sub5,5,trained,1
day3,sub5,21,trained,1
day3,sub5,15,trained,1
day3,sub5,8,untrained,1
day3,sub5,43,untrained,0
day3,sub5,33,untrained,0
day3,sub5,14,untrained,1
day3,sub5,18,untrained,1
day3,sub5,47,untrained,0
day3,sub5,48,untrained,0
day3,sub5,26,trained,1
day3,sub5,45,untrained,0
day3,sub5,34,untrained,0
day3,sub5,4,untrained,1
day3,sub5,32,trained,1
day3,sub5,42,untrained,0
day3,sub5,2,trained,1
day3,sub5,38,untrained,0
day3,sub5,23,untrained,1
day3,sub5,20,trained,1
day3,sub5,41,untrained,0
day3,sub5,7,untrained,1
day3,sub6,34,untrained,0
day3,sub6,8,trained,1
day3,sub6,28,untrained,1
day3,sub6,3,untrained,1
day3,sub6,31,untrained,1
day3,sub6,13,trained,1
day3,sub6,43,untrained,0
day3,sub6,1,trained,1
day3,sub6,19,untrained,1
day3,sub6,4,trained,1
day3,sub6,25,untrained,1
day3,sub6,23,trained,1
day3,sub6,17,trained,1
day3,sub6,22,trained,1
day3,sub6,38,untrained,0
day3,sub6,5,untrained,1
day3,sub6,24,trained,1
day3,sub6,27,trained,1
day3,sub6,44,untrained,0
day3,sub6,14,trained,1
day3,sub6,42,untrained,0
day3,sub6,41,untrained,0
day3,sub6,29,trained,1
day3,sub6,32,untrained,1
day3,sub6,45,untrained,0
day3,sub6,36,untrained,0
day3,sub6,15,untrained,1
day3,sub6,37,untrained,0
day3,sub6,35,untrained,0
day3,sub6,46,untrained,0
day3,sub6,9,untrained,1
day3,sub6,39,untrained,0
day3,sub6,30,trained,1
day3,sub6,6,untrained,1
day3,sub6,33,untrained,0
day3,sub6,7,trained,0
day3,sub6,48,untrained,0
day3,sub6,18,trained,1
day3,sub6,26,untrained,1
day3,sub6,10,untrained,1
day3,sub6,11,trained,1
day3,sub6,2,untrained,1
day3,sub6,20,untrained,1
day3,sub6,21,untrained,1
day3,sub6,16,untrained,1
day3,sub6,12,trained,1
day3,sub6,40,untrained,0
day3,sub6,47,untrained,0
day3,sub6,14,trained,1
day3,sub6,27,trained,1
day3,sub6,17,trained,1
day3,sub6,12,trained,1
day3,sub6,29,trained,1
day3,sub6,1,trained,1
day3,sub6,3,untrained,0
day3,sub6,21,untrained,1
day3,sub6,28,untrained,0
day3,sub6,2,untrained,1
day3,sub6,25,untrained,1
day3,sub6,34,untrained,0
day3,sub6,8,trained,1
day3,sub6,10,untrained,0
day3,sub6,23,trained,1
day3,sub6,41,untrained,1
day3,sub6,20,untrained,1
day3,sub6,37,untrained,0
day3,sub6,43,untrained,0
day3,sub6,30,trained,1
day3,sub6,26,untrained,1
day3,sub6,32,untrained,1
day3,sub6,9,untrained,1
day3,sub6,45,untrained,0
day3,sub6,13,trained,1
day3,sub6,11,trained,1
day3,sub6,24,trained,1
day3,sub6,48,untrained,0
day3,sub6,36,untrained,0
day3,sub6,5,untrained,1
day3,sub6,47,untrained,0
day3,sub6,33,untrained,0
day3,sub6,31,untrained,1
day3,sub6,15,untrained,1
day3,sub6,40,untrained,0
day3,sub6,38,untrained,0
day3,sub6,19,untrained,1
day3,sub6,44,untrained,0
day3,sub6,42,untrained,0
day3,sub6,6,untrained,1
day3,sub6,4,trained,1
day3,sub6,22,trained,1
day3,sub6,18,trained,1
day3,sub6,46,untrained,0
day3,sub6,35,untrained,0
day3,sub6,39,untrained,0
day3,sub6,16,untrained,1
day3,sub6,7,trained,1
day3,sub7,13,trained,1
day3,sub7,40,untrained,0
day3,sub7,45,untrained,1
day3,sub7,15,untrained,1
day3,sub7,3,untrained,1
day3,sub7,22,trained,1
day3,sub7,21,untrained,1
day3,sub7,24,trained,1
day3,sub7,46,untrained,1
day3,sub7,30,trained,1
day3,sub7,42,untrained,0
day3,sub7,41,untrained,1
day3,sub7,44,untrained,1
day3,sub7,4,trained,1
day3,sub7,38,untrained,0
day3,sub7,20,untrained,1
day3,sub7,43,untrained,0
day3,sub7,7,trained,1
day3,sub7,11,trained,1
day3,sub7,14,trained,1
day3,sub7,37,untrained,0
day3,sub7,26,untrained,1
day3,sub7,36,untrained,0
day3,sub7,1,trained,1
day3,sub7,39,untrained,0
day3,sub7,28,untrained,0
day3,sub7,25,untrained,1
day3,sub7,10,untrained,1
day3,sub7,2,untrained,1
day3,sub7,34,untrained,0
day3,sub7,33,untrained,0
day3,sub7,23,trained,1
day3,sub7,27,trained,1
day3,sub7,47,untrained,
day3,sub7,9,untrained,1
day3,sub7,31,untrained,1
day3,sub7,35,untrained,0
day3,sub7,32,untrained,1
day3,sub7,8,trained,0
day3,sub7,19,untrained,1
day3,sub7,5,untrained,1
day3,sub7,17,trained,1
day3,sub7,12,trained,1
day3,sub7,16,untrained,1
day3,sub7,6,untrained,1
day3,sub7,18,trained,1
day3,sub7,29,trained,1
day3,sub7,48,untrained,0
day3,sub7,13,trained,1
day3,sub7,2,untrained,1
day3,sub7,47,untrained,0
day3,sub7,19,untrained,1
day3,sub7,27,trained,1
day3,sub7,1,trained,1
day3,sub7,46,untrained,0
day3,sub7,30,trained,1
day3,sub7,10,untrained,1
day3,sub7,11,trained,1
day3,sub7,37,untrained,0
day3,sub7,9,untrained,1
day3,sub7,43,untrained,0
day3,sub7,29,trained,1
day3,sub7,38,untrained,0
day3,sub7,25,untrained,1
day3,sub7,45,untrained,0
